id,name,state,cluster,goal_usd,name_len_clean,blurb_len_clean,project_duration_days,staff_pick_coalesced,show_feature_image,video
4118671,"You Are Here, an oracle deck",successful,1,6300.0,5,12,21,False,False,True
3906961,Love Yourself Enamel Pin,successful,0,393.637248,4,11,25,False,False,False
3875480,COFFEE ADDERS,successful,1,5768.2889,2,24,59,False,False,True
4541508,Lights in the Old Fort: The Graphic Novelization,failed,1,24700.0,6,6,60,False,False,True
3409776,Audio/Video Equipment for The 8x8 Theory,failed,1,500.0,5,8,30,False,False,True
4148263,NOTICE: News for High School Students,successful,2,15000.0,6,12,30,True,False,True
4079629,The Flava Royale,failed,1,100000.0,2,18,60,False,False,True
4537519,Mountain Men of Mustang Mountain Series,successful,2,500.0,6,18,22,True,False,True
4834506,Fun Guys,successful,1,10734.9236,2,9,30,False,False,True
3524594,TARDO - Live Streaming website for Gaming Content,failed,0,1138.65129,7,17,60,False,False,False
4509157,Genshin Impact Hard Enamel Pins - Sumeru Edition,successful,0,1174.4144170000002,7,19,21,False,False,False
3703348,Control the Storm - Forevermore - Help fund the album,successful,2,6586.0013,6,22,59,True,False,True
4810757,Bubble Tea in transparent cans 🧋,failed,0,5406.8258000000005,5,17,30,False,False,False
4007722,Classy Classes,successful,0,209.134725,2,11,13,False,False,False
4533733,Make 100 Journals of Breesa Dreamin' In the Apple Tree,failed,1,1500.0,9,8,30,False,False,True
2908790,The Playful Princess Collection,failed,0,1500.0,3,13,29,False,False,False
3069418,Animal and Pet Paintings by Ann,failed,0,6495.0,6,21,30,False,False,False
4580498,Bunbuns Connecting Plush Keychains,failed,0,1500.0,4,20,20,False,False,False
4092448,Handart,successful,1,23553.991,1,8,35,False,False,True
3145849,"Handcrafted Smart Necklace ""Diamodo"" with Bluetooth",failed,1,10000.0,6,2,60,False,False,True
4107865,Der sehr gute Die PARTEI Kalender 2021,successful,0,1185.66437,7,21,14,False,False,False
3682157,the Mostest: Grand Opening Event,failed,0,25000.0,4,19,40,False,False,False
2888505,Emotional Disease Short Film,successful,1,3279.47703,4,20,21,False,False,True
